id,from,at,to,open,close,min,max,volume,time,hour,rsi,adx,atr,sma_20,sma_50,dist_sma_20,dist_sma_50,bb_upper,bb_lower,bb_width,bb_pos,body_size_pct,upper_shadow_pct,lower_shadow_pct,atr_pct,macd,macd_signal,macd_hist,stoch_k,stoch_d,cci,pattern_engulfing,return_lag_1,rsi_lag_1,return_lag_2,rsi_lag_2,return_lag_3,rsi_lag_3,next_close,next_open,outcome,asset
3045186,1766552280,1766552340000000000,1766552340,1.17912,1.179145,1.17911,1.179185,22,2025-12-24 04:58:00,4,47.20000000001563,44.38396222738671,7.321428571425783e-05,1.17920475,1.1789811000000001,-0.005067230917309918,0.013899902047669676,1.17936370961089,1.17904579038911,0.0002696184284205315,0.312059177594255,0.002120180300146613,0.0033922884801969185,0.0008480721200398142,0.006209099450386324,6.35533582797887e-05,8.796548560576566e-05,-2.441212732597696e-05,14.583333333348753,25.70921985816072,-25.53206944140452,0,0.0021202252527441345,45.0,-0.009327923137902872,63.551401869161985,-0.007208093416877226,60.00000000001691,1.179135,1.179145,0.0,EURUSD
3045187,1766552340,1766552400000000000,1766552400,1.179145,1.179135,1.179115,1.179145,30,2025-12-24 04:59:00,4,47.199999999998866,41.32566675231115,6.821428571427266e-05,1.1792082499999998,1.1789891,-0.006212180963146937,0.01237347716759685,1.1793570089006609,1.1790594910993388,0.0002523186923651945,0.25379624454633304,0.0008480793123828495,0.0,0.001696158624765699,0.005785112452286859,5.305598899885133e-05,8.09835862843828e-05,-2.7927597285531464e-05,10.416666666651247,9.042553191494052,-34.86614552909222,0,-0.0008480721200632146,47.20000000001563,0.0012721351516420398,45.0,-0.010175916150445552,63.551401869161985,1.179145,1.17913,1.0,EURUSD
3045188,1766552400,1766552460000000000,1766552460,1.17913,1.179145,1.17911,1.179205,63,2025-12-24 05:00:00,5,46.341463414646476,39.396344732373684,7.28571428571285e-05,1.17921075,1.1789985,-0.005576074189337573,0.012424256558781944,1.1793530349254122,1.1790684650745877,0.00024133575669190702,0.26894952220212953,0.0012721081800879679,0.005088432720314209,0.0016961442400984593,0.006178811160385576,4.502464851974253e-05,7.379179873145475e-05,-2.8767150211712227e-05,14.583333333348753,13.194444444449582,-27.491408934618306,0,0.0008480793123766261,47.199999999998866,0.0,47.20000000001563,0.0021202252527441345,45.0,1.179125,1.17915,0.0,EURUSD
3045189,1766552460,1766552520000000000,1766552520,1.17915,1.179125,1.17911,1.179175,52,2025-12-24 05:01:00,5,40.170940170933676,37.604831428146035,7.21428571428381e-05,1.17921075,1.1790067,-0.007272341778861066,0.010032863352063236,1.1793530349254122,1.1790684650745877,0.00024133985016387468,0.19866800804247625,0.0021202162620537887,0.00212021626207262,0.0012721297572247407,0.006118338356225006,3.662374474222574e-05,6.635818793360896e-05,-2.973444319138322e-05,6.24999999995374,10.416666666651247,-36.97516427217903,-1,-0.001696144240115327,46.341463414646476,-0.0008480793123877284,47.199999999998866,-0.001696144240115327,47.20000000001563,1.179185,1.179125,1.0,EURUSD
3045190,1766552520,1766552580000000000,1766552580,1.179125,1.179185,1.179115,1.179195,68,2025-12-24 05:02:00,5,38.05309734513622,36.23308674365983,6.892857142856304e-05,1.1792145,1.1790162,-0.0025017278883403917,0.014314971781354834,1.1793493644543689,1.1790796355456312,0.00022874180789075958,0.39063092963158075,0.005088260111852592,0.0008480433519817087,0.0008480433519817087,0.00584544167612063,3.4410800247020035e-05,5.9968710396291176e-05,-2.555791014927114e-05,31.249999999953744,17.36111111108541,-25.411724910629008,0,0.0050885190289395865,40.170940170933676,0.003392288480186245,46.341463414646476,0.004240396561883131,47.199999999998866,1.179185,1.179195,0.0,EURUSD
3045191,1766552580,1766552640000000000,1766552640,1.179195,1.179185,1.179145,1.1792,42,2025-12-24 05:03:00,5,39.44954128440031,35.03319240544958,6.892857142856304e-05,1.1792147499999999,1.1790261000000002,-0.002522928972123929,0.013475408862879007,1.179349363481766,1.1790801365182337,0.00022831613659626376,0.38949843801074485,0.0008480433519817087,0.00042402167599085434,0.0033921734078891743,0.00584544167612063,3.22848659533026e-05,5.4431941507693465e-05,-2.2147075554390865e-05,34.88372093017492,24.127906976694135,-21.14837466673135,0,0.0,38.05309734513622,0.0050885190289395865,40.170940170933676,0.003392288480186245,46.341463414646476,1.17924,1.17919,1.0,EURUSD
3045192,1766552640,1766552700000000000,1766552700,1.17919,1.17924,1.17918,1.179255,41,2025-12-24 05:04:00,5,51.428571428579886,34.67019462402822,6.785714285714331e-05,1.17921775,1.1790374,0.0018868084529019905,0.017180556968909105,1.1793517757241592,1.179083724275841,0.00022730864651657613,0.5830064531999402,0.004240018995294046,0.0012720056985750334,0.0008480037990625752,0.005754311493601244,3.463879360388056e-05,5.047331192693088e-05,-1.5834518323050324e-05,60.46511627909379,42.19961240307415,3.6669802898518755,0,0.004664238435880819,39.44954128440031,0.004664238435880819,38.05309734513622,0.009752994805478643,40.170940170933676,1.17923,1.17924,0.0,EURUSD
3045193,1766552700,1766552760000000000,1766552760,1.17924,1.17923,1.179205,1.1793,59,2025-12-24 05:05:00,5,50.943396226420624,34.84924962530623,7.249999999999915e-05,1.17922075,1.179047,0.0007844101659524163,0.01551860112107428,1.1793529490126549,1.1790885509873452,0.00022421243125568573,0.5349851326957824,0.0008480109902279889,0.005088065941330273,0.0021200274755511423,0.006148079679112569,3.529057402973379e-05,4.7436764347491466e-05,-1.2146190317757676e-05,55.813953488362486,50.38759689921039,14.187690244093082,0,-0.0008480037990588052,51.428571428579886,0.0038161950838944136,39.44954128440031,0.0038161950838944136,38.05309734513622,1.179145,1.17923,0.0,EURUSD
3045194,1766552760,1766552820000000000,1766552820,1.17923,1.179145,1.179115,1.179235,53,2025-12-24 05:06:00,5,33.65384615387653,33.234301228657124,7.392857142857994e-05,1.1792185,1.1790539,-0.0062333300823764325,0.007725937013693959,1.179354383076672,1.179082616923328,0.00023047729782512818,0.22954689502191686,0.007208613020441991,0.0004240360600293225,0.0025442163601759357,0.006269676030393204,2.861842964518857e-05,4.3673097407030894e-05,-1.5054667761842324e-05,16.27906976745627,44.18604651163752,-36.54453526364621,0,-0.007208093416877226,50.943396226420624,-0.008056036091041996,51.428571428579886,-0.003392173407890109,39.44954128440031,1.179105,1.179145,0.0,EURUSD
3045195,1766552820,1766552880000000000,1766552880,1.179145,1.179105,1.179075,1.179145,44,2025-12-24 05:07:00,5,31.53153153154811,31.09297774556584,7.642857142858046e-05,1.17921175,1.1790608999999999,-0.009053477001609038,0.0037401249252792083,1.1793562737186856,1.1790672262813142,0.00024514138891052796,0.1306834581526586,0.0033924035603309292,0.0,0.002544302670243489,0.006481913945626594,1.987394695479594e-05,3.8913267316583906e-05,-1.9039320361787966e-05,12.5,28.197674418606255,-72.3905723905605,0,-0.003392288480219552,33.65384615387653,-0.01060013737776977,50.943396226420624,-0.011448051287266114,51.428571428579886,1.17919,1.179105,1.0,EURUSD
3045196,1766552880,1766552940000000000,1766552940,1.179105,1.17919,1.179105,1.179205,40,2025-12-24 05:08:00,5,41.269841269841834,29.895820775741893,8.17857142857267e-05,1.1792052499999999,1.1790693,-0.00129326062805071,0.010235839856160804,1.1793406820571535,1.1790698179428463,0.0002297035374343508,0.44369870649378557,0.007208337926872745,0.001272059634163983,0.0,0.006935753719563997,1.9576999582548993e-05,3.504601376977693e-05,-1.5469014187227934e-05,48.93617021271168,25.905079993389318,-31.867789210923956,0,0.00720885756568812,31.53153153154811,0.0038163245402289547,33.65384615387653,-0.0033920439608925435,50.943396226420624,1.179175,1.17919,0.0,EURUSD
3045197,1766552940,1766553000000000000,1766553000,1.17919,1.179175,1.17917,1.17921,15,2025-12-24 05:09:00,5,45.217391304356894,28.84641187778999,7.892857142858098e-05,1.179199,1.1790771,-0.0020353213051518223,0.008302414823931573,1.1793273744522856,1.1790706255477146,0.00021773604814472663,0.40652345707133586,0.0012720758157081199,0.0016961010876359339,0.00042402527190898347,0.006693541792234484,1.7924667600421884e-05,3.1621744535905924e-05,-1.369707693548404e-05,44.444444444455414,35.2935382190557,-15.162030857793114,0,-0.0012720596341497803,41.269841269841834,0.0059367062305693,31.53153153154811,0.0025442163601674395,33.65384615387653,1.179195,1.179175,1.0,EURUSD
